user_id,session_id,signup_ts,age_range
100069,bc991dc9e5ba87316bb24e48074bae5b,2021-01-02 17:03:32,35-44
100070,11bfebde64ad7863e2d81cf6bfccf6f5,2021-01-02 15:11:20,25-34
100071,cfc8e3b10a83ef346c52debbd1fc220b,2021-01-03 11:41:14,25-34
100072,17cfde79ddb4ba788a6bc2ac08b16bca,2021-01-02 22:07:42,35-44
100073,56dd5cb930189a845856c6f4f8c6b2cf,2021-01-03 07:13:16,45-54
100075,c8729e5834afde8699c8e51cc7ac0b47,2021-01-02 23:03:58,35-44
100076,0da150b54bd500a880537de434fd946a,2021-01-03 16:10:47,45-54
100077,bc526c2847d1cedf605d3c1f53999e8a,2021-01-04 06:12:04,25-34
100078,c27cb93b4065fbf642ec7603868f3518,2021-01-02 13:01:53,35-44
100079,4fcd38effc7da86cf5bc559d05a07ce2,2021-01-03 07:11:14,45-54
100081,7ecae9ad36cb21a87b88d40d76d59608,2021-01-03 08:42:53,25-34
100082,fa5c1e237bf2dcb90f3780c29ceed495,2021-01-03 23:46:08,18-24
100083,a662947a4189cae9c8ebf401cc6d504f,2021-01-04 08:21:40,35-44
100084,4b731c59d4f555081b3d25a1e297a5e9,2021-01-03 03:09:53,35-44
100088,46f846f4aaefa787de3dcf5014863ee2,2021-01-03 10:34:43,25-34
100089,e7a816ad8fe2554f07f5f76fd32403b6,2021-01-03 20:47:22,35-44
100091,01947025543a601b7c48c8662a5cb0a5,2021-01-02 18:24:31,35-44
100092,f425b3f386a7f7fa7aa84f0ffdb986a2,2021-01-04 16:12:49,35-44
100093,7d7d5ffae8b89ef3b11fea7931691862,2021-01-04 12:42:30,35-44
100094,455b22854d340ddd9923869a6b348b84,2021-01-04 16:26:22,25-34
100095,f3026adaffcd75e984a3a19541838023,2021-01-03 08:51:40,45-54
100096,e7c87aead9c6072a0da032465a6d00d3,2021-01-03 03:29:47,35-44
100097,2710f8e83f74ac31e048c68bffdff362,2021-01-04 16:08:29,35-44
100098,b0e510704219d1455b337af2e6e10639,2021-01-04 14:01:31,35-44
100099,bc64ebcad6658b3b880c4ccc654fb1c4,2021-01-02 20:19:49,45-54
100100,c31ce422c2d006bf1b8a37574c655eb6,2021-01-04 15:45:47,45-54
100102,97405ecdc71430a716593251e62c0712,2021-01-04 08:54:39,25-34
100104,567d9fac042d865553b1cbc02e1b4147,2021-01-03 00:27:07,35-44
100106,9225191117eb66e7aa9a6a315ae66f3b,2021-01-03 23:27:47,35-44
100108,0eea99a0f4ffc13aaeda6725b681689e,2021-01-03 01:22:25,35-44
100109,a543ffbc4e660f69ec48b7905a2dffef,2021-01-04 09:50:55,18-24
100110,00c48ea6c044149eafed9dcd8423c6d7,2021-01-04 07:20:42,25-34
100111,d2791bf3a89c5b51cd55d5930d3d1eeb,2021-01-03 14:05:21,35-44
100113,ae638d8046ffa13c7a6a6bbedc861591,2021-01-04 00:01:36,18-24
100114,875f52b4761a669731fb501867d16044,2021-01-04 16:28:35,35-44
100115,d8d17e23c66bdd6f92d57b9320f60422,2021-01-04 00:06:33,45-54
100116,80d5496e886e645d14079e82427fcffe,2021-01-03 20:20:28,35-44
100117,068c7a3a3561a8d764878c97a7d85d49,2021-01-04 08:55:38,25-34
100118,97db0616977b2cea48c710907916b6a0,2021-01-04 05:42:31,35-44
100119,6ea193a5e9a26289cad93bb4126c2aa1,2021-01-03 22:35:17,35-44
100120,97666ebdd300f6d34c1d7ee36a9a658e,2021-01-05 03:24:40,45-54
100122,da6bebad3491a4339b84c1be238d5859,2021-01-03 21:14:09,35-44
100123,2a5b90cd99c6723fcde566232d16161d,2021-01-04 21:53:24,35-44
100124,4dea698e3108ce4c435889762187c20e,2021-01-05 04:31:36,35-44
100125,7d176547b19ecffa94c6e446ce18cd78,2021-01-05 03:26:04,35-44
100126,8ae0cd1356eb4ceaf90514692be545bc,2021-01-05 02:11:54,45-54
100128,fcdd9205fbd3c708627b4bef63e1e414,2021-01-04 20:31:50,18-24
100129,49a0f8cacd0eecc1bd3cd7c3bff29c87,2021-01-03 10:56:37,18-24
100131,45d347bd6b126f1d99a3435715d23657,2021-01-03 16:46:18,35-44
100133,cbbce8546ea83e145de7257528f04b71,2021-01-03 22:11:43,35-44
100134,addd2ad9d4532b621a355d7aca753daa,2021-01-04 02:25:43,35-44
100135,02be2cb23a0778bb4b841b81f6cb6a75,2021-01-04 19:42:11,35-44
100136,49efb7976b87df438f29b7a024955a66,2021-01-05 07:18:51,35-44
100137,c0a94cb96bf137952b6e21e7e87dc958,2021-01-05 15:23:29,35-44
100139,cff6d9113b161bf7e234a01544a45e4c,2021-01-04 00:52:09,18-24
100141,38c3ab7ed7cb96b3987eab77b580fe4b,2021-01-04 12:09:56,25-34
100142,1ba650eda0a2b7589dd7adfc64781da1,2021-01-03 19:51:14,35-44
100146,87a946efda06923822c78a2f4bfb038e,2021-01-04 07:53:55,35-44
100148,cdf0749c84d9ca15c068afd4be84f911,2021-01-04 17:33:01,18-24
100150,8e0511a28a11f79bb95e44cc4b3cd3d7,2021-01-04 20:41:14,18-24
100151,4e4bc3c4c8311af2eb14dbf52c33271e,2021-01-06 01:20:23,18-24
100152,fc2b71fa2214d7dd62206c981d76c863,2021-01-05 09:12:00,35-44
100153,23c52c13532bb92d79a0872310b65773,2021-01-05 01:58:05,25-34
100156,c8348e9a08f7ccef09e269b6d8541152,2021-01-06 00:28:59,18-24
100157,ec0d218782ef1778c533c4ce2de5d763,2021-01-05 23:36:00,18-24
100158,5fbbc23930c478460288e8ba319869b9,2021-01-04 18:40:42,35-44
100159,d797e681a438010d2f98d19964c7d81b,2021-01-04 17:39:33,45-54
100160,67f03429d909f9e9733a1297ceca8f44,2021-01-05 13:46:44,18-24
100161,4004bcd6c7108a056b1b5760098e855e,2021-01-05 06:25:57,18-24
100163,712199fe451f63c41715c17ce426ca20,2021-01-05 19:36:41,35-44
100165,3adb72b65e1e4517c0dd4a32b68087e3,2021-01-04 08:46:39,18-24
100166,213a13dd7c265a6ed104701ad88938c1,2021-01-05 03:31:25,35-44
100167,c47d9e1116c0b026d86a47a00e820a09,2021-01-05 06:45:36,35-44
100168,9ca45e0a91870ca72585d3e7b0e6d97a,2021-01-05 06:09:56,25-34
100169,61bdee39edd1a9629c08a70a0212b2e8,2021-01-05 23:06:44,18-24
100170,1ec702bcf0495c30d92192082c69921b,2021-01-05 01:55:47,35-44
100171,8050dd85d0c1f234bd84b6424caecf80,2021-01-04 08:37:06,18-24
100172,a6f22b5a6190372c5953770724eff391,2021-01-06 02:27:10,35-44
100173,a5d1a4ba26d7af82666494d2df19c0c2,2021-01-05 12:46:29,35-44
100174,af3cdd72409c5659ae2c8c3058de46fa,2021-01-05 10:09:22,45-54
100175,0de4d015cade5b0cb6cc481239383322,2021-01-04 18:58:56,35-44
100177,cf5e3c554d2f155eb7d0729d18234b44,2021-01-05 11:44:40,35-44
100179,e345bcc6446e731fdd10a612e24246f8,2021-01-05 19:02:52,35-44
100180,e19140ae3dee9fecbe43b8eb1d4d648f,2021-01-06 01:34:12,18-24
100181,0641b999d4515c48515b39515de266c9,2021-01-04 18:49:35,35-44
100182,fdbb8d6de9670735e09bc03a107fb2ed,2021-01-06 05:01:57,35-44
100185,629205c059645f68df7c644c5d8eb15d,2021-01-06 02:37:43,45-54
100186,2a88e21145b562c01dadf4fdc135b7e1,2021-01-05 10:17:22,45-54
100187,b14a79ebfd23ce37fe223bd17d692394,2021-01-06 12:13:29,35-44
100188,7901f39e07be6c7c4eedb168686c8823,2021-01-05 21:42:30,45-54
100191,720f1f75e50e4984420fec40d1ba9a66,2021-01-05 07:39:49,25-34
100192,6f9a231e50ca4d88a3d663a65666e5d3,2021-01-05 04:38:09,25-34
100193,33235bb19e7be7f91543e7d77a3a9d6d,2021-01-06 11:45:50,45-54
100194,0b32c80b259ea9bd6077d2720afb06ac,2021-01-05 09:54:15,18-24
100195,5e2a58c71933f83adb089f317aea606b,2021-01-06 17:38:45,35-44
100196,a51637db39a7ca5601e22e0ef4f1e3ba,2021-01-06 12:00:40,35-44
100197,2178fee2dafaa57d78c58d4dc6ecc14c,2021-01-06 12:48:27,35-44
100199,9c24eda241896e69871da382a133b0c9,2021-01-05 20:33:36,35-44
100200,fa496219e075c1048782ce23d13f0a8b,2021-01-05 00:56:12,35-44
100201,a218c4e450879595e068691bcd39a6af,2021-01-05 06:05:29,35-44
100202,0539150370d144980e1b829b74cb2ad6,2021-01-06 04:14:39,25-34
100203,9299043ec7a065018bc0cdbeadf81471,2021-01-05 15:04:50,35-44
100204,41db22a2deb58995aa798384ec5f6424,2021-01-05 10:50:44,18-24
100205,e6ad42379b3e70ad7207c270abd6dcc1,2021-01-06 00:09:33,18-24
100206,b2ac76eb0612587d327771e8815ef49e,2021-01-05 18:59:53,25-34
100207,87f19fa904f96b5828870957d2da7d13,2021-01-05 03:30:48,35-44
100208,1ea616b8733bdaa0158742ef42c1d521,2021-01-06 04:41:43,35-44
100209,d06a2105cd0fdb541e5c88d2864ba7e9,2021-01-06 12:13:40,45-54
100210,d385ec08f73d18bc83db50442a64856b,2021-01-06 21:18:17,18-24
100211,5f31b71913f1f743eed28ca75e3f1eb1,2021-01-05 04:13:30,45-54
100214,82ed2e4ad9780d8486ef334faf27e979,2021-01-06 04:40:47,18-24
100216,b8e0b5ca75f46d9ee53dd60aeaf9c3c8,2021-01-06 14:43:17,35-44
100217,39bfc47746bfaab3b4ba2f6702738435,2021-01-07 03:18:53,35-44
100218,f0e339d3292cfd75a6cb83963911a5c4,2021-01-05 08:18:13,25-34
100219,c65ccad086a40f2ca35fbfe95b6e06d9,2021-01-07 03:12:13,35-44
100220,ff65be2c82aaa4380e149d0b17120836,2021-01-06 11:04:53,45-54
100222,dc81e6343f846553072ed96146808dba,2021-01-06 20:36:50,35-44
100225,55c73332a6ca14aef85f9b4f9aefe1f2,2021-01-06 06:21:57,25-34
100226,761c286f73df8eea50bdcf7d0d4b7a8a,2021-01-06 02:20:00,18-24
100228,3d3661dd6ea3e9cf3e50cdea6ab13b02,2021-01-06 05:08:44,35-44
100231,7caa3520dd2cac17c8eb5f5e7eca4112,2021-01-07 05:17:13,45-54
100233,2ad2559b4a1177abe54fde49be52ff39,2021-01-06 13:44:17,35-44
100235,97f4f025477d32cc5516a7e51692fb7f,2021-01-06 07:29:35,25-34
100237,bb2a0da712a62ca013bc5dbc134fb00c,2021-01-07 04:59:35,25-34
100239,750c96f2491e15a6f0cd980f259aa4d3,2021-01-05 21:55:03,35-44
100240,f7633aaeac6451ba45599e220281a282,2021-01-05 17:45:55,25-34
100241,54007946db85213d8e783fbc5a8d5b67,2021-01-05 23:00:26,35-44
100242,e2e894f6f9ecbfb7a446626f7730650f,2021-01-07 10:14:15,35-44
100244,488d6f04c94610836fdbebd082564aec,2021-01-06 11:04:54,45-54
100248,051df7dd8a5a01df7c662d7da4279c2e,2021-01-06 01:50:20,25-34
100251,45b25a663335a3deaac4c7dfff0f3452,2021-01-06 10:45:57,45-54
100253,64ca28bfe7d23b6ad0e56e4153ff9bc2,2021-01-06 11:09:46,35-44
100256,d3ecd0087a650f1630c1094713fc47c2,2021-01-06 16:04:00,35-44
100258,67794f2564bd64cd0b45ca52abfa04ae,2021-01-07 20:03:23,35-44
100259,b8d59eb98bb4a5e5984678fbd664319e,2021-01-06 22:29:31,25-34
100260,23da514df7b731f343ac34fea6aa6233,2021-01-06 11:50:55,35-44
100261,8ded3bd8fcf1cd52a5e46fd11deb1374,2021-01-08 03:58:17,35-44
100263,c92dbc31a70e396c6fa5ee0e2d7f28a7,2021-01-06 15:18:56,18-24
100264,7882917d43d3a7c7962527473afdc6e2,2021-01-07 09:04:12,35-44
100265,ea493bd5255c0c4ac8c2bd742d763274,2021-01-07 23:30:37,35-44
100266,c48333adc40a40ba74a51b26725e51a3,2021-01-07 03:34:17,25-34
100268,de7bab581469003a23491f15028eac66,2021-01-06 14:15:34,35-44
100269,4b9a3757b67dbd630575a77fd9804934,2021-01-07 00:32:13,25-34
100270,cfd211b51c954550580db905615d1a8a,2021-01-07 06:38:43,35-44
100271,237eb49e32c1057633c4e7a373e73e18,2021-01-07 05:01:32,25-34
100272,a13500a1737b4767c7b1d2f66488549a,2021-01-08 04:13:44,25-34
100273,b860866dbd5be1ab590812254d2f064e,2021-01-06 20:03:30,25-34
100274,49078f5281a8816e27a8a5b45bd7981e,2021-01-07 03:32:51,25-34
100275,18e62841954b41830311d54f522b45ea,2021-01-08 07:12:33,25-34
100276,8cf6d169b9c6ed7e9e9f193d71ca5ca2,2021-01-07 16:06:45,18-24
100278,2eba691046e286d4f295d560432f143e,2021-01-07 00:19:54,35-44
100279,7c3cfa454c6a89bc25c770459f820799,2021-01-07 12:22:43,45-54
100280,9c24ae84c95c9a904aafe022e16bd0f6,2021-01-06 18:26:10,45-54
100281,341f0838ef2bb2b3b127e6fffdcca8a9,2021-01-07 01:54:01,35-44
100282,1c33931c956e4448f07d304bfb39fb86,2021-01-08 09:19:57,35-44
100284,0ed483e14fd1dc5a708c4fba1e45f346,2021-01-08 13:46:53,25-34
100285,25f94b2bacf698dd83e5dcc2e0aa19ac,2021-01-07 12:24:02,35-44
100288,be78254343752f24517a9494a32abd27,2021-01-07 03:54:38,25-34
100289,d31f45fbd00484c948a7e6f554eafdbf,2021-01-08 10:18:31,25-34
100290,2d0bc068af8a7df996330dea28415f8b,2021-01-07 13:06:10,35-44
100291,6fcbd2928235b17665bdfb3a79f7946d,2021-01-07 21:11:06,45-54
100292,e056b5566e434500a2d100e86b0185c0,2021-01-08 09:14:37,25-34
100293,6b7a799ccc715bb77b5f566aeeef578b,2021-01-07 09:24:09,18-24
100294,682428b0555a0940a735e7d52497a1f0,2021-01-08 16:29:47,35-44
100295,7b9c8bb8ee0981bd2b97b24b0fe37480,2021-01-08 09:23:06,18-24
100296,6301e12d234270ef6ea25ab2e2758b49,2021-01-07 19:57:36,25-34
100297,6f2c7773d0e3941d329ea0a5bfefda2d,2021-01-07 21:58:32,35-44
100298,3b7a062129ed032554d1a51bcbc36c4b,2021-01-07 08:12:54,25-34
100299,d8fc752226cc9e882ec8584832370c2a,2021-01-08 21:42:07,45-54
100301,9b94373cb47bde9062d68697aa3b9694,2021-01-07 05:52:18,18-24
100302,c15c1182c50c999820911a78ced36b18,2021-01-08 03:30:22,35-44
100303,10ec8200515858c7dfc8a8b16915d99c,2021-01-07 21:44:52,35-44
100305,c2fcd173a38ed9c0e2b260deaecdcadf,2021-01-08 23:35:56,25-34
100306,7023c3db8620aeb23d701c690702a24b,2021-01-08 07:55:20,25-34
100307,e2c7f1ec640068c12e8d1c3f9298a564,2021-01-08 20:09:37,35-44
100308,b8ca1daf708fc9926ccab63e4ee2154a,2021-01-08 20:49:06,25-34
100309,58020a343b4f61b77ab93cbfce26e526,2021-01-07 19:03:59,45-54
100310,ffeaab3c33a0b2f2691f812089081449,2021-01-08 21:46:53,35-44
100311,e594ad89489df63ea66f412022c24668,2021-01-08 14:09:06,35-44
100312,c01fd0739102deb8ede8eb5aafbb61c0,2021-01-07 05:37:43,35-44
100313,ea772626c2fd4ce1bc87234d657e0baf,2021-01-07 17:44:54,18-24
100314,18d05ba4c4b98c39483ab7b83a208b31,2021-01-08 07:14:47,35-44
100316,aec12f0d8daac1e9bedb2803254ff6f2,2021-01-07 14:31:48,35-44
100318,067ea0d5fc9ecb9838a19dabd27759be,2021-01-08 14:41:37,35-44
100322,f8cd5fe2d7274198bf4c10fd1ca66b9a,2021-01-08 10:51:10,25-34
100323,878ab620cc7707046d1a8045ca5996b3,2021-01-08 13:46:01,35-44
100325,f5ee3a3781b2e0611ddc9fd9a108cb30,2021-01-07 23:43:27,25-34
100326,c816c51fd73a0fe59701ab000349239e,2021-01-08 20:27:00,25-34
100327,d2e4bb29807fe8b0f3952d90750f3e00,2021-01-07 12:59:52,35-44
100328,5aa4e46bef4e38c9871f4f3100b4f1f1,2021-01-08 21:34:20,25-34
100329,82225be97fa1f025991dc34ee83396ce,2021-01-07 15:21:11,25-34
100330,1969de90295e5cb4d3af5119d40b339c,2021-01-09 05:22:42,18-24
100331,45d1fb1e010d9a15cfdc072f36858cd6,2021-01-09 12:47:39,35-44
100333,4ff070243f6c0605be4f3c6889aa297c,2021-01-09 00:02:34,45-54
100334,41125ef41e42b91f46aa30ff77a234c8,2021-01-09 13:53:50,45-54
100335,d93009eb28984866b4c78eb13ae2590c,2021-01-08 17:39:23,18-24
100336,1adab0d5559bac2e6b882d786d97e5d7,2021-01-07 18:06:14,35-44
100337,846606abb5bcffb6d5758cd32943bc39,2021-01-08 18:58:29,35-44
100338,f27826b2a4cc04c8c4217b5c9bd4f5de,2021-01-09 02:06:22,35-44
100339,9e15a866e9ec7e9cb281a1cb2e084096,2021-01-09 00:10:39,18-24
100340,95cdd43232676b8f310f2b6418202658,2021-01-09 09:20:13,35-44
100341,b9d5c4c401c5dea5acf1607e86ceb87c,2021-01-08 15:01:59,35-44
100342,bba7c603f64ec919dc5a1098831d6c1f,2021-01-09 10:32:52,25-34
100344,d1d9162a9aba4bb37dd78a8d569d3528,2021-01-08 22:28:55,35-44
100345,cab96520c59b9649bf3014098c1bd285,2021-01-09 01:47:25,25-34
100346,17408a1d8bfccef5f66a5658548212de,2021-01-08 12:08:08,18-24
100348,cc8e8ae5b31a026610b5f4f4f76ff077,2021-01-09 15:15:59,25-34
100349,13c764d7ca92feb0d2deae83ae5349ba,2021-01-08 17:01:22,35-44
100351,3ef49f42c762bec6c26980bdc4b0beb6,2021-01-09 09:14:35,35-44
100353,539f3492f1c9c60af5b7115c83429ddd,2021-01-08 22:06:05,35-44
100354,3700086f898a7073dbe0b6ce54cadd02,2021-01-09 03:31:46,25-34
100355,6a9506b928c2cea98a4a30ee3f893ee2,2021-01-08 20:02:16,35-44
100356,fc76ede38de594e4f69c531f491e0fb8,2021-01-08 13:59:50,45-54
100357,7e6354fc5f3cc36903a0a633dc619126,2021-01-08 11:20:52,18-24
100359,88651014c4a2884ebe8a0bad128955e5,2021-01-09 19:13:51,35-44
100360,c5110dc60cf5843e89b9e7bb3e915ba8,2021-01-08 17:15:28,35-44
100361,81f421571877faaa44832e57d8191115,2021-01-09 07:46:55,35-44
100363,7b237fcdb6bec0f4371f0ca9d20f8ab7,2021-01-09 01:52:51,35-44
100365,b7cf9c6d2622b8a31a22aaa0efa384fc,2021-01-09 01:14:08,35-44
100366,28b5508a880affd5a3bb0356714d6cb1,2021-01-10 00:40:32,18-24
100367,9ca80328311987da8de6b0056b4757b7,2021-01-09 05:35:46,35-44
100368,b1bb1f0b91d903eb56a0cf97de41246a,2021-01-10 08:56:31,35-44
100369,ddc4e0cfe122e8406c793dae37ba5669,2021-01-09 22:29:31,18-24
100370,7c52e60562061edd5f9a9ad37256a9e5,2021-01-08 20:23:19,35-44
100371,7b52d18048621e244e2e7d3ba19d2a79,2021-01-10 01:26:45,35-44
100372,42d47a47e1446ffcd45dc40c9ea14a52,2021-01-09 13:24:44,25-34
100373,b06d28da43b4a26d9d647556531e14ca,2021-01-08 12:20:39,25-34
100374,fd94250ee027a97d31fa78ebeecc454b,2021-01-09 08:45:20,35-44
100375,2fef61197f1c244393ea3aa8a2981381,2021-01-09 01:49:11,35-44
100376,3230ab0e74f64bccf4a21d34a9db8b15,2021-01-08 14:11:25,25-34
100377,3e3fc5a9101444dee182d3f383b41a5d,2021-01-09 17:01:41,18-24
100378,c5cdfb08d23c7555db1ebbd2ae90aa92,2021-01-09 00:51:59,25-34
100379,a026e66469a5de9fc59cc785d2bd29bf,2021-01-09 23:25:43,35-44
100380,ec018d7fd38a97afd7d911042695cff1,2021-01-10 00:16:52,25-34
100382,479b28034431a7a25ebd9b6ec2fb7d7a,2021-01-08 23:10:37,35-44
100383,d8e1b3c71d64fb10e937198af972bd2d,2021-01-10 08:36:23,45-54
100384,dde4d0cf0d95848bb945b42ca971fe94,2021-01-10 02:00:30,18-24
100385,07f08bd74248609a119a4f73ef747dd1,2021-01-10 04:25:22,35-44
100386,1fae7351c5ad98c6ca0b53a9bc674eb3,2021-01-09 20:35:17,35-44
100387,816e81efb547b84fcfe656e2e63964d4,2021-01-09 04:01:31,25-34
100388,de48b2de001888fcc61cb8a338a76ec4,2021-01-09 04:49:56,35-44
100389,ecc9f8f76595e1b527cc8c3970940873,2021-01-09 14:12:13,35-44
100390,eac76d0b2bf8e02183c4c1a7f6f7f75c,2021-01-10 00:56:11,18-24
100392,9572d5f33fbc960d08e51241a3fa6408,2021-01-10 04:23:24,18-24
100393,7f0b80f0e23f1ae78527ba6fbff72e82,2021-01-09 16:48:50,18-24
100394,dd2d4322723a030570c65ac9e5c18a16,2021-01-10 19:05:57,45-54
100395,6f510b28d50670232bc7e944dfa4c493,2021-01-10 10:43:28,45-54
100396,371d8ff2a9ab70a8de11057ab02fbc59,2021-01-10 17:41:48,25-34
100397,b74ae8f96651caa0ef9aa127149622db,2021-01-09 11:30:37,25-34
100398,09ff1ef2ca03000abc521543c566346c,2021-01-09 09:36:42,35-44
100400,795ec99f21f31c75733f148031ff5f7a,2021-01-09 00:03:16,35-44
100401,d3558bd825be5c878b0e7a2db7b38e17,2021-01-09 11:19:54,25-34
100402,bdd41f38ae9da30d79af8ec166be29c9,2021-01-09 02:10:16,18-24
100404,1d058e42e4d24b9b31bb3dc4c6acb3cb,2021-01-09 14:48:34,35-44
100405,a8ad7bc7053f5a56b1eac3df1e021211,2021-01-09 16:07:31,35-44
100406,324ec1880f1795b3aa63145e5adfa3f2,2021-01-09 10:30:18,45-54
100407,5fd6ff819ed6c73f52afb4217f7de2f5,2021-01-09 05:45:44,35-44
100408,4ab18e80cf7111a45119dfc313c9146b,2021-01-09 12:10:05,18-24
100410,69a44bb158b20f20435826200912c349,2021-01-09 18:03:15,25-34
100411,5b4e2bce87116860b09aaf4cbfee1676,2021-01-10 07:42:08,45-54
100412,983a5354afb718ef4319be236d2f50a7,2021-01-10 18:39:45,35-44
100414,985860ff5e1e3b7399ead70d718fe4d9,2021-01-10 10:45:05,18-24
100416,b7365fe5b27ed31fd4477edcfdbfc6d4,2021-01-10 01:58:44,45-54
100418,f6b12b725fbc29eb765cce43aa1ff7a0,2021-01-11 05:06:45,35-44
100420,8869e2cbc5321010606456391f57f479,2021-01-10 11:13:48,35-44
100421,68aa42f698a23f8352199bacf57e6bdf,2021-01-09 12:43:17,25-34
100422,3d488ffe8aa689577bc593b1ceb1998c,2021-01-10 23:09:04,45-54
100423,d33ff338ab9ed5f5d85c5e9f4e57abe5,2021-01-09 20:45:15,25-34
100425,1bd2927fecb7e200cafc87b9a09f3373,2021-01-10 19:12:07,35-44
100426,3017406733e0635f48d67170502da308,2021-01-09 23:06:45,35-44
100427,ef233baf38426fa096f72fd982eec928,2021-01-10 09:07:30,35-44
100428,bcf129f2136f8b8e3f2453c38215b72e,2021-01-11 04:14:32,18-24
100429,26236278d759f7e3b20612d30df5ab93,2021-01-10 17:04:42,25-34
100432,cd79e27fdb288efb45fff8bc8b48956f,2021-01-10 08:21:07,18-24
